Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Fuel_Price_Category
SC-13648,2025-04-15,Antwerp,Los Angeles,Sea,Electronics,9155.21,359.58,2.92,1.4,Clear,0.737,13.81,0,Medium
SC-13649,2024-01-17,Busan,Antwerp,Air,Electronics,14993.59,107.65,3.45,6.9,Storm,0.643,3.11,1,Medium
SC-13650,2024-05-07,Shanghai,Rotterdam,Air,Perishables,11657.01,99.28,2.68,3.4,Hurricane,0.947,6.14,1,Medium
SC-13651,2024-06-10,Los Angeles,Antwerp,Road,Pharmaceuticals,6269.05,206.97,2.0,2.6,Clear,0.591,4.01,0,Low
SC-13652,2025-03-27,Rotterdam,Antwerp,Air,Electronics,12499.52,114.66,1.2,9.6,Rain,0.729,0.86,1,Low
SC-13653,2025-04-12,Dubai,Hamburg,Sea,Perishables,2975.27,292.35,3.05,7.8,Hurricane,0.794,46.11,1,Medium
SC-13654,2024-01-01,Rotterdam,Dubai,Air,Perishables,941.72,186.36,3.15,7.9,Fog,0.757,0.5,0,Medium
SC-13655,2025-03-14,Los Angeles,Hamburg,Road,Electronics,3464.5,225.01,4.41,6.2,Clear,0.915,2.38,1,High
SC-13656,2024-07-26,Antwerp,Marseille,Rail,Automotive,5435.97,269.05,2.39,8.4,Fog,0.616,7.73,0,Medium
SC-13657,2025-12-06,Busan,Dubai,Rail,Perishables,7903.42,102.56,2.5,7.6,Clear,0.689,7.47,1,Medium
SC-13658,2024-05-15,Singapore,Dubai,Air,Electronics,9419.37,78.72,1.87,6.0,Storm,0.896,2.8,1,Low
SC-13659,2025-10-27,Singapore,Los Angeles,Sea,Automotive,13703.78,440.33,1.43,9.6,Hurricane,0.764,224.75,1,Low
SC-13660,2024-11-05,Busan,Dubai,Rail,Textiles,7892.88,217.43,3.75,1.9,Clear,0.701,6.65,0,Medium
SC-13661,2024-06-11,Hamburg,Dubai,Road,Perishables,7768.5,206.63,2.02,9.4,Rain,0.515,8.54,1,Medium
SC-13662,2024-10-07,Rotterdam,Shanghai,Road,Textiles,1228.52,18.77,3.21,4.0,Rain,0.877,1.84,0,Medium
SC-13663,2024-04-05,Singapore,Rotterdam,Sea,Electronics,1006.22,249.49,3.47,5.3,Storm,0.986,6.87,1,Medium
SC-13664,2025-11-01,Singapore,Dubai,Air,Automotive,8491.82,277.53,2.76,1.2,Clear,0.81,1.19,0,Medium
SC-13665,2025-01-04,Busan,Los Angeles,Sea,Pharmaceuticals,6853.59,279.86,4.09,5.4,Fog,0.928,18.6,0,High
SC-13666,2024-09-13,Hamburg,Rotterdam,Road,Pharmaceuticals,12668.12,353.81,2.66,6.1,Storm,0.758,28.88,1,Medium
SC-13667,2024-03-25,Hamburg,Shanghai,Sea,Automotive,2829.85,89.56,2.14,10.0,Storm,0.616,17.08,1,Medium
SC-13668,2025-01-15,Antwerp,Busan,Sea,Automotive,862.09,126.86,4.16,9.8,Fog,0.507,2.85,1,High
SC-13669,2025-11-11,Dubai,Marseille,Rail,Electronics,7011.06,405.55,4.04,9.7,Storm,0.827,20.82,1,High
SC-13670,2025-10-26,Los Angeles,Shanghai,Air,Pharmaceuticals,3943.44,473.64,1.74,3.5,Fog,0.747,0.67,1,Low
SC-13671,2024-06-18,Hamburg,Los Angeles,Air,Pharmaceuticals,1219.41,68.83,1.29,9.9,Fog,0.891,0.5,1,Low
SC-13672,2024-02-23,Singapore,Dubai,Sea,Textiles,11006.68,249.33,1.5,4.6,Hurricane,0.847,150.72,1,Low
SC-13673,2025-02-09,Rotterdam,Los Angeles,Air,Automotive,2118.1,107.87,2.15,8.5,Storm,0.994,0.5,1,Medium
SC-13674,2025-10-02,Shanghai,Busan,Air,Automotive,9320.63,30.98,4.41,2.2,Clear,0.755,0.6,0,High
SC-13675,2024-11-08,Hamburg,Marseille,Road,Perishables,4575.22,163.43,3.04,5.1,Hurricane,0.714,26.92,1,Medium
SC-13676,2025-12-17,Shanghai,Singapore,Air,Textiles,3015.69,72.7,2.43,9.7,Clear,0.643,0.5,1,Medium
SC-13677,2024-08-27,Antwerp,Busan,Sea,Automotive,6006.4,355.26,4.13,9.5,Storm,0.738,37.49,1,High
SC-13678,2025-03-15,Shanghai,Busan,Air,Electronics,12120.96,267.33,2.7,6.8,Clear,0.936,1.51,1,Medium
SC-13679,2025-11-02,Rotterdam,Busan,Sea,Perishables,6185.36,72.77,2.24,8.0,Hurricane,0.521,95.97,1,Medium
SC-13680,2024-04-03,Hamburg,Antwerp,Rail,Automotive,11386.16,5.61,4.31,1.8,Hurricane,0.989,69.17,1,High
SC-13681,2025-12-21,Antwerp,Shanghai,Sea,Automotive,2319.55,404.27,4.0,7.2,Hurricane,0.997,34.88,1,Medium
SC-13682,2024-04-07,Los Angeles,Rotterdam,Road,Pharmaceuticals,11705.19,88.92,3.98,6.2,Storm,0.799,27.51,1,Medium
SC-13683,2024-01-02,Dubai,Singapore,Sea,Electronics,3935.53,303.5,2.89,0.9,Fog,0.666,8.95,1,Medium
SC-13684,2024-08-06,Dubai,Busan,Rail,Automotive,10322.2,169.12,3.81,1.1,Fog,0.612,11.64,1,Medium
SC-13685,2025-05-03,Hamburg,Singapore,Sea,Perishables,8703.83,293.16,1.79,1.1,Storm,0.638,38.9,1,Low
SC-13686,2024-03-20,Busan,Dubai,Road,Textiles,13972.6,158.51,3.09,7.2,Rain,0.525,13.85,0,Medium
SC-13687,2024-05-15,Hamburg,Busan,Sea,Electronics,6116.18,44.38,4.45,1.4,Clear,0.738,9.11,0,High
SC-13688,2025-08-30,Los Angeles,Rotterdam,Sea,Automotive,1459.4,112.25,2.16,4.7,Clear,0.529,2.12,0,Medium
SC-13689,2024-08-19,Dubai,Shanghai,Road,Perishables,777.75,94.84,3.82,3.6,Fog,0.859,0.58,1,Medium
SC-13690,2025-06-15,Dubai,Marseille,Air,Electronics,12489.45,214.58,2.82,5.5,Storm,0.686,2.89,0,Medium
SC-13691,2025-11-27,Los Angeles,Shanghai,Rail,Textiles,8108.67,329.48,1.33,7.1,Storm,0.6,22.11,1,Low
SC-13692,2025-03-31,Busan,Hamburg,Rail,Electronics,11741.04,132.64,3.72,6.8,Fog,0.772,16.97,1,Medium
SC-13693,2024-01-10,Dubai,Hamburg,Sea,Textiles,3899.17,7.02,1.76,5.2,Rain,0.987,8.03,1,Low
SC-13694,2024-01-09,Singapore,Marseille,Rail,Textiles,5503.71,259.95,3.28,4.6,Rain,0.848,5.24,1,Medium
SC-13695,2025-12-13,Rotterdam,Busan,Road,Textiles,936.51,303.27,1.48,4.0,Hurricane,0.746,4.8,1,Low
SC-13696,2024-12-17,Singapore,Antwerp,Road,Perishables,14441.64,481.47,4.32,8.6,Hurricane,0.888,98.74,1,High
SC-13697,2024-05-03,Busan,Rotterdam,Air,Perishables,10184.08,295.15,2.16,3.3,Fog,0.869,0.92,1,Medium
SC-13698,2025-03-08,Singapore,Antwerp,Sea,Automotive,14031.47,236.12,1.95,2.6,Hurricane,0.946,176.92,1,Low
SC-13699,2025-12-11,Singapore,Los Angeles,Road,Perishables,4349.7,287.13,1.63,7.4,Hurricane,0.602,27.78,1,Low
SC-13700,2024-05-15,Rotterdam,Busan,Sea,Textiles,9366.22,464.02,4.32,3.6,Hurricane,0.929,122.5,1,High
SC-13701,2025-05-04,Antwerp,Hamburg,Sea,Pharmaceuticals,10338.25,414.36,3.55,8.5,Fog,0.651,30.61,1,Medium
SC-13702,2024-03-13,Busan,Hamburg,Rail,Perishables,5104.47,162.17,3.65,3.3,Fog,0.97,5.81,0,Medium
SC-13703,2024-08-22,Antwerp,Dubai,Air,Automotive,12797.58,119.39,2.85,7.0,Storm,0.641,2.7,1,Medium
SC-13704,2025-01-27,Shanghai,Los Angeles,Road,Perishables,14233.84,132.05,2.77,0.5,Fog,0.963,13.16,0,Medium
SC-13705,2024-04-01,Shanghai,Antwerp,Air,Electronics,13330.4,252.71,1.56,3.9,Hurricane,0.982,6.87,1,Low
SC-13706,2024-04-14,Singapore,Rotterdam,Sea,Textiles,11216.47,372.28,3.05,3.4,Hurricane,0.573,146.77,1,Medium
SC-13707,2024-04-15,Busan,Dubai,Road,Pharmaceuticals,4523.24,252.11,2.01,8.2,Rain,0.987,3.9,0,Medium
SC-13708,2024-11-16,Shanghai,Singapore,Air,Pharmaceuticals,4583.43,34.83,4.42,9.7,Clear,0.543,0.52,1,High
SC-13709,2025-01-11,Dubai,Singapore,Road,Automotive,14468.72,362.07,3.83,4.6,Rain,0.609,12.39,1,Medium
SC-13710,2024-11-02,Antwerp,Dubai,Air,Textiles,649.13,403.18,2.56,8.2,Fog,0.722,0.5,0,Medium
SC-13711,2024-05-20,Dubai,Shanghai,Rail,Perishables,10882.72,145.46,1.7,7.0,Clear,0.997,10.42,0,Low
SC-13712,2025-01-26,Antwerp,Shanghai,Rail,Automotive,10740.57,332.4,3.79,9.7,Fog,0.744,16.11,1,Medium
SC-13713,2024-05-16,Rotterdam,Shanghai,Rail,Textiles,9529.0,213.87,1.6,8.1,Rain,0.775,10.71,0,Low
SC-13714,2025-10-18,Singapore,Antwerp,Sea,Perishables,14856.58,444.67,1.82,0.8,Rain,0.847,25.98,0,Low
SC-13715,2025-11-24,Shanghai,Rotterdam,Sea,Perishables,5022.25,422.77,1.9,7.1,Hurricane,0.984,75.72,1,Low
SC-13716,2024-05-26,Busan,Los Angeles,Air,Textiles,5429.59,263.19,3.04,5.4,Clear,0.892,0.5,0,Medium
SC-13717,2024-03-11,Dubai,Los Angeles,Air,Electronics,1644.62,346.06,3.8,0.2,Clear,0.612,0.5,0,Medium
SC-13718,2025-06-27,Los Angeles,Rotterdam,Road,Automotive,6920.57,441.79,2.24,2.5,Clear,0.651,5.0,0,Medium
SC-13719,2025-07-30,Busan,Rotterdam,Air,Perishables,4285.2,248.36,1.48,9.2,Rain,0.549,0.5,1,Low
SC-13720,2024-01-09,Singapore,Marseille,Sea,Electronics,5479.11,157.31,2.73,9.3,Hurricane,0.822,88.64,1,Medium
SC-13721,2025-09-16,Los Angeles,Busan,Sea,Pharmaceuticals,12601.29,377.08,3.67,8.0,Fog,0.59,36.11,1,Medium
SC-13722,2025-10-27,Singapore,Shanghai,Air,Pharmaceuticals,14064.53,110.81,1.93,9.8,Clear,0.629,1.11,0,Low
SC-13723,2024-06-17,Hamburg,Dubai,Air,Perishables,3193.13,194.88,1.93,8.1,Storm,0.944,0.5,1,Low
SC-13724,2025-03-26,Dubai,Shanghai,Rail,Perishables,5901.38,433.0,4.33,0.1,Fog,0.663,6.23,0,High
SC-13725,2024-12-25,Los Angeles,Shanghai,Air,Electronics,13965.14,362.49,4.35,2.9,Hurricane,0.783,7.26,1,High
SC-13726,2024-08-06,Shanghai,Antwerp,Air,Textiles,1396.22,202.5,4.47,0.3,Storm,0.699,0.5,1,High
SC-13727,2025-10-05,Hamburg,Antwerp,Air,Automotive,1839.23,108.16,3.87,0.9,Fog,0.537,0.5,0,Medium
SC-13728,2024-06-04,Los Angeles,Antwerp,Air,Pharmaceuticals,2860.47,178.63,1.82,2.2,Clear,0.681,1.16,1,Low
SC-13729,2025-02-25,Los Angeles,Antwerp,Sea,Electronics,9130.59,142.77,1.9,5.0,Hurricane,0.704,127.75,1,Low
SC-13730,2025-09-22,Busan,Marseille,Rail,Electronics,2681.85,88.87,2.32,8.5,Hurricane,0.948,20.83,1,Medium
SC-13731,2025-12-04,Dubai,Rotterdam,Sea,Textiles,14537.11,371.92,2.25,8.6,Clear,0.662,28.96,0,Medium
SC-13732,2025-03-29,Singapore,Dubai,Rail,Pharmaceuticals,6977.36,126.78,4.36,6.2,Rain,0.69,7.77,1,High
SC-13733,2024-08-10,Hamburg,Rotterdam,Rail,Pharmaceuticals,7772.01,227.63,3.8,9.3,Hurricane,0.891,63.32,1,Medium
SC-13734,2024-03-29,Busan,Shanghai,Road,Electronics,4076.55,193.54,3.59,5.0,Clear,0.879,3.94,1,Medium
SC-13735,2024-04-12,Los Angeles,Hamburg,Rail,Textiles,7328.92,491.06,1.81,8.9,Rain,0.899,8.87,0,Low
SC-13736,2024-05-23,Singapore,Dubai,Air,Automotive,10097.75,196.16,4.2,4.5,Storm,0.977,2.05,1,High
SC-13737,2024-05-06,Los Angeles,Rotterdam,Air,Perishables,11392.07,40.91,3.93,2.8,Clear,0.898,1.02,1,Medium
SC-13738,2025-08-26,Antwerp,Marseille,Sea,Perishables,11431.09,45.82,1.74,9.2,Storm,0.704,70.05,1,Low
SC-13739,2025-01-28,Shanghai,Hamburg,Sea,Pharmaceuticals,8879.42,295.79,4.07,3.9,Hurricane,0.911,118.27,1,High
SC-13740,2024-12-25,Hamburg,Busan,Road,Pharmaceuticals,13613.22,300.08,2.1,5.0,Hurricane,0.754,81.41,1,Medium
SC-13741,2025-03-15,Busan,Shanghai,Rail,Pharmaceuticals,12352.41,209.96,1.47,3.3,Storm,0.639,29.19,0,Low
SC-13742,2024-11-18,Rotterdam,Marseille,Air,Pharmaceuticals,11477.2,216.49,3.37,6.6,Rain,0.651,0.71,1,Medium
SC-13743,2024-05-23,Los Angeles,Hamburg,Sea,Textiles,1306.28,27.91,3.36,10.0,Hurricane,0.612,22.14,1,Medium
SC-13744,2024-09-10,Rotterdam,Antwerp,Air,Perishables,599.73,258.76,1.51,0.3,Rain,0.572,0.5,0,Low
SC-13745,2024-10-10,Shanghai,Los Angeles,Sea,Pharmaceuticals,3580.49,252.86,2.25,9.0,Hurricane,0.592,58.1,1,Medium
SC-13746,2025-10-22,Rotterdam,Los Angeles,Air,Pharmaceuticals,10121.09,75.63,4.48,0.0,Storm,0.532,2.53,0,High
SC-13747,2024-03-27,Shanghai,Dubai,Sea,Pharmaceuticals,6462.36,52.82,3.44,3.6,Storm,0.944,31.24,0,Medium
SC-13748,2024-09-11,Rotterdam,Shanghai,Air,Textiles,6334.89,62.66,3.61,1.7,Clear,0.966,0.93,0,Medium
SC-13749,2025-07-20,Hamburg,Dubai,Sea,Perishables,13326.51,51.41,1.9,7.6,Hurricane,0.793,203.98,1,Low
SC-13750,2025-09-07,Los Angeles,Busan,Rail,Automotive,13485.66,305.24,1.46,0.5,Clear,0.92,10.07,0,Low
SC-13751,2025-09-06,Hamburg,Shanghai,Air,Automotive,13683.04,99.04,2.11,5.5,Storm,0.592,2.71,1,Medium
SC-13752,2025-09-14,Los Angeles,Hamburg,Air,Electronics,5051.23,126.46,2.02,2.9,Fog,0.951,1.52,0,Medium
SC-13753,2024-10-18,Singapore,Marseille,Air,Pharmaceuticals,10520.31,87.61,1.97,1.3,Hurricane,0.753,4.74,1,Low
SC-13754,2025-12-08,Hamburg,Singapore,Air,Textiles,4438.68,478.96,1.84,7.7,Clear,0.534,0.5,0,Low
SC-13755,2024-01-28,Busan,Singapore,Road,Pharmaceuticals,3263.84,427.45,3.1,2.2,Storm,0.571,6.67,1,Medium
SC-13756,2025-11-05,Singapore,Dubai,Road,Automotive,3177.17,116.02,2.28,2.2,Rain,0.654,2.69,0,Medium
SC-13757,2024-11-04,Antwerp,Shanghai,Rail,Pharmaceuticals,5460.56,164.46,3.91,2.8,Storm,0.522,13.51,1,Medium
SC-13758,2024-07-29,Singapore,Rotterdam,Air,Pharmaceuticals,6734.39,105.74,1.81,5.9,Fog,0.655,0.9,1,Low
SC-13759,2025-06-14,Dubai,Singapore,Sea,Perishables,12548.76,246.45,2.73,6.6,Rain,0.53,29.05,1,Medium
SC-13760,2025-09-13,Antwerp,Singapore,Air,Perishables,2238.42,10.79,1.25,0.2,Hurricane,0.618,0.89,1,Low
SC-13761,2025-06-05,Antwerp,Singapore,Rail,Perishables,11156.42,336.01,2.79,2.4,Rain,0.633,10.37,0,Medium
SC-13762,2024-07-12,Hamburg,Dubai,Air,Textiles,8206.1,262.06,1.38,4.3,Hurricane,0.997,3.85,1,Low
SC-13763,2025-02-05,Shanghai,Antwerp,Sea,Textiles,4675.21,449.42,4.43,3.3,Storm,0.618,22.76,1,High
SC-13764,2024-10-29,Busan,Hamburg,Air,Pharmaceuticals,7645.88,83.03,3.81,8.8,Clear,0.62,0.69,1,Medium
SC-13765,2025-10-23,Busan,Singapore,Sea,Automotive,4849.16,402.25,2.82,7.9,Fog,0.843,14.22,0,Medium
SC-13766,2024-02-25,Dubai,Marseille,Road,Pharmaceuticals,9143.19,396.19,1.49,6.3,Fog,0.93,10.75,0,Low
SC-13767,2024-09-02,Singapore,Shanghai,Rail,Perishables,6790.74,64.46,3.16,3.4,Rain,0.694,6.31,0,Medium
SC-13768,2025-05-21,Los Angeles,Rotterdam,Sea,Perishables,2883.88,199.88,3.7,7.0,Clear,0.938,4.97,0,Medium
SC-13769,2025-01-30,Singapore,Los Angeles,Road,Pharmaceuticals,2190.45,85.91,1.83,8.4,Hurricane,0.67,14.64,1,Low
SC-13770,2024-04-25,Hamburg,Busan,Rail,Textiles,8427.09,128.11,3.08,5.9,Storm,0.599,23.35,1,Medium
SC-13771,2024-09-03,Antwerp,Rotterdam,Road,Pharmaceuticals,13584.99,132.36,3.89,7.8,Rain,0.665,14.19,1,Medium
SC-13772,2025-05-26,Busan,Los Angeles,Air,Pharmaceuticals,5487.39,278.56,3.74,7.5,Rain,0.805,0.5,0,Medium
SC-13773,2025-10-15,Dubai,Marseille,Sea,Textiles,11128.5,206.29,3.85,5.7,Fog,0.684,29.34,1,Medium
SC-13774,2025-08-31,Singapore,Shanghai,Sea,Automotive,10050.59,473.92,4.1,3.1,Fog,0.836,24.17,0,High
SC-13775,2024-03-13,Antwerp,Rotterdam,Rail,Pharmaceuticals,14007.55,64.06,4.29,7.5,Clear,0.618,14.4,0,High
SC-13776,2025-06-24,Los Angeles,Dubai,Air,Electronics,12404.22,486.87,2.54,2.1,Hurricane,0.85,6.2,1,Medium
SC-13777,2024-01-13,Dubai,Rotterdam,Road,Pharmaceuticals,8715.78,116.09,3.08,7.8,Storm,0.674,21.91,0,Medium
SC-13778,2025-01-04,Shanghai,Busan,Road,Pharmaceuticals,10026.94,386.66,3.81,8.0,Hurricane,0.728,67.44,1,Medium
SC-13779,2024-11-20,Singapore,Rotterdam,Road,Pharmaceuticals,13526.6,170.15,3.5,8.2,Hurricane,0.779,91.66,1,Medium
SC-13780,2024-05-15,Los Angeles,Rotterdam,Rail,Electronics,6293.02,72.4,4.49,4.7,Fog,0.843,7.53,1,High
SC-13781,2025-01-31,Antwerp,Busan,Road,Textiles,5238.52,429.09,1.25,1.9,Hurricane,0.619,27.15,1,Low
SC-13782,2025-08-05,Shanghai,Singapore,Sea,Electronics,656.76,155.12,2.37,1.0,Fog,0.918,1.17,0,Medium
SC-13783,2025-03-06,Los Angeles,Singapore,Air,Automotive,12484.99,329.77,2.13,7.4,Storm,0.861,2.97,1,Medium
SC-13784,2025-01-09,Los Angeles,Shanghai,Air,Electronics,12114.22,283.66,2.07,8.9,Fog,0.617,1.45,0,Medium
SC-13785,2025-07-13,Rotterdam,Hamburg,Sea,Electronics,2014.59,236.41,1.93,6.5,Rain,0.987,4.83,0,Low
SC-13786,2025-11-30,Dubai,Hamburg,Sea,Perishables,8864.43,248.41,3.54,1.4,Hurricane,0.832,105.34,1,Medium
SC-13787,2024-06-25,Hamburg,Shanghai,Air,Textiles,7227.73,366.39,1.48,9.3,Rain,0.726,1.35,0,Low
SC-13788,2025-04-27,Shanghai,Dubai,Sea,Pharmaceuticals,2221.28,44.8,3.65,9.9,Storm,0.579,13.8,1,Medium
SC-13789,2024-03-15,Shanghai,Rotterdam,Road,Pharmaceuticals,14718.24,334.42,3.49,4.3,Hurricane,0.767,85.62,1,Medium
SC-13790,2024-01-18,Singapore,Rotterdam,Sea,Pharmaceuticals,3613.09,448.01,2.03,5.9,Rain,0.582,8.41,0,Medium
SC-13791,2025-08-24,Busan,Shanghai,Road,Textiles,1474.9,29.84,2.03,7.8,Rain,0.715,2.02,1,Medium
SC-13792,2024-03-10,Antwerp,Busan,Rail,Automotive,9125.29,71.19,3.28,7.4,Hurricane,0.704,69.54,1,Medium
SC-13793,2024-01-15,Singapore,Los Angeles,Road,Automotive,11213.57,358.6,3.72,9.7,Rain,0.86,12.3,1,Medium
SC-13794,2024-09-25,Dubai,Rotterdam,Sea,Pharmaceuticals,970.43,219.2,4.09,1.1,Hurricane,0.596,12.27,1,High
SC-13795,2024-08-08,Hamburg,Dubai,Air,Pharmaceuticals,10051.41,202.37,4.01,5.8,Clear,0.911,0.93,1,High
SC-13796,2024-02-10,Los Angeles,Busan,Air,Automotive,8218.23,69.35,4.38,6.9,Clear,0.663,0.5,1,High
SC-13797,2024-03-02,Shanghai,Antwerp,Sea,Perishables,1997.34,253.88,3.12,8.9,Hurricane,0.722,32.36,1,Medium
SC-13798,2025-02-11,Busan,Marseille,Sea,Electronics,3001.6,64.15,4.2,8.7,Rain,0.886,7.17,1,High
SC-13799,2025-06-02,Los Angeles,Shanghai,Rail,Textiles,8735.63,238.83,3.87,9.8,Rain,0.813,9.67,1,Medium
SC-13800,2024-10-20,Dubai,Shanghai,Air,Textiles,4797.19,382.04,4.15,5.1,Rain,0.654,0.61,1,High
SC-13801,2025-10-05,Singapore,Dubai,Rail,Textiles,14105.58,129.87,1.24,8.3,Storm,0.693,41.65,1,Low
SC-13802,2025-12-30,Dubai,Los Angeles,Sea,Pharmaceuticals,12371.73,240.91,4.39,4.3,Rain,0.653,25.6,0,High
SC-13803,2025-05-28,Los Angeles,Dubai,Road,Textiles,14761.72,496.02,2.76,4.2,Clear,0.797,10.27,1,Medium
SC-13804,2025-03-01,Shanghai,Rotterdam,Road,Electronics,4265.23,343.64,3.83,2.5,Fog,0.666,3.54,0,Medium
SC-13805,2025-03-09,Busan,Los Angeles,Air,Perishables,14560.99,420.84,1.62,8.2,Hurricane,0.863,8.63,1,Low
SC-13806,2025-12-19,Shanghai,Busan,Air,Automotive,6752.89,208.01,2.51,9.9,Hurricane,0.79,4.39,1,Medium
SC-13807,2025-02-15,Busan,Los Angeles,Sea,Automotive,5539.02,384.16,2.1,2.6,Storm,0.573,26.08,1,Medium
SC-13808,2024-03-25,Shanghai,Antwerp,Air,Electronics,1230.07,21.21,2.16,0.6,Fog,0.655,0.5,0,Medium
SC-13809,2025-10-17,Shanghai,Singapore,Sea,Automotive,1265.1,62.33,1.61,8.2,Hurricane,0.611,19.25,1,Low
SC-13810,2025-07-03,Singapore,Dubai,Road,Automotive,10534.16,102.33,3.86,6.2,Storm,0.695,24.58,1,Medium
SC-13811,2025-07-04,Singapore,Marseille,Road,Automotive,7139.97,201.57,1.23,9.6,Fog,0.758,9.26,0,Low
SC-13812,2025-09-22,Antwerp,Busan,Sea,Pharmaceuticals,3784.56,423.03,2.23,2.5,Fog,0.753,9.42,1,Medium
SC-13813,2024-06-05,Dubai,Shanghai,Sea,Perishables,9402.57,173.79,1.78,0.7,Fog,0.877,20.47,0,Low
SC-13814,2024-10-11,Shanghai,Marseille,Rail,Electronics,4166.44,327.66,3.14,4.9,Fog,0.595,5.27,0,Medium
SC-13815,2024-03-26,Rotterdam,Dubai,Road,Perishables,8875.66,354.95,2.04,0.9,Hurricane,0.973,44.93,1,Medium
SC-13816,2024-11-13,Singapore,Antwerp,Rail,Automotive,5708.53,293.5,2.05,2.6,Clear,0.671,4.35,1,Medium
SC-13817,2024-03-21,Busan,Los Angeles,Road,Perishables,12441.51,179.26,2.81,1.3,Hurricane,0.65,63.26,1,Medium
SC-13818,2025-06-07,Singapore,Hamburg,Road,Textiles,12400.09,288.95,3.35,2.2,Fog,0.843,12.23,1,Medium
SC-13819,2024-07-27,Hamburg,Dubai,Road,Textiles,7421.58,171.79,1.6,1.1,Storm,0.903,14.77,1,Low
SC-13820,2024-06-08,Antwerp,Rotterdam,Sea,Textiles,5586.88,42.85,1.78,9.5,Storm,0.689,34.42,1,Low
SC-13821,2025-07-03,Shanghai,Busan,Road,Electronics,5757.12,496.41,2.02,2.8,Hurricane,0.873,31.29,1,Medium
SC-13822,2024-11-30,Shanghai,Los Angeles,Air,Pharmaceuticals,12182.86,64.46,4.41,4.4,Rain,0.942,0.86,1,High
SC-13823,2025-02-04,Singapore,Hamburg,Road,Textiles,5258.6,37.1,2.51,9.0,Fog,0.883,6.9,1,Medium
SC-13824,2025-08-23,Singapore,Antwerp,Air,Pharmaceuticals,3531.36,439.39,3.18,6.8,Storm,0.517,1.34,1,Medium
SC-13825,2025-10-11,Hamburg,Antwerp,Sea,Electronics,1727.98,151.62,2.0,6.2,Storm,0.914,9.85,1,Low
SC-13826,2025-10-27,Antwerp,Marseille,Road,Electronics,7267.05,325.5,2.82,7.1,Hurricane,0.887,46.83,1,Medium
SC-13827,2025-11-28,Antwerp,Marseille,Rail,Electronics,7490.92,165.17,1.44,8.3,Storm,0.835,22.92,1,Low
SC-13828,2025-10-20,Shanghai,Marseille,Rail,Perishables,12693.18,196.34,1.31,8.8,Hurricane,0.88,101.9,1,Low
SC-13829,2024-03-08,Antwerp,Busan,Sea,Automotive,3707.96,131.79,2.75,6.4,Fog,0.99,9.99,0,Medium
SC-13830,2024-11-13,Los Angeles,Singapore,Rail,Pharmaceuticals,6024.37,172.18,2.52,8.9,Storm,0.716,17.45,1,Medium
SC-13831,2025-12-16,Singapore,Busan,Rail,Pharmaceuticals,12221.88,205.94,1.65,5.4,Rain,0.534,12.7,0,Low
SC-13832,2025-03-23,Busan,Shanghai,Rail,Pharmaceuticals,12442.54,360.49,3.47,2.8,Clear,0.73,10.05,0,Medium
SC-13833,2024-09-01,Antwerp,Dubai,Rail,Pharmaceuticals,6076.86,256.26,4.48,8.8,Rain,0.523,7.59,1,High
SC-13834,2024-02-29,Busan,Marseille,Sea,Perishables,7157.3,471.84,2.51,5.4,Storm,0.647,38.58,1,Medium
SC-13835,2024-09-07,Antwerp,Marseille,Road,Pharmaceuticals,4897.65,21.9,3.26,9.1,Rain,0.793,4.54,1,Medium
SC-13836,2024-03-29,Shanghai,Hamburg,Road,Pharmaceuticals,14022.05,252.03,4.38,0.4,Clear,0.655,8.29,1,High
SC-13837,2025-03-20,Dubai,Busan,Road,Perishables,2220.33,292.53,3.94,4.0,Fog,0.843,1.79,1,Medium
SC-13838,2024-04-28,Singapore,Hamburg,Air,Perishables,14039.37,460.18,2.73,9.5,Storm,0.911,2.56,1,Medium
SC-13839,2025-04-09,Busan,Singapore,Rail,Perishables,10416.06,25.53,3.63,2.5,Storm,0.71,24.09,0,Medium
SC-13840,2025-09-18,Dubai,Singapore,Air,Perishables,8207.8,287.18,1.62,9.4,Storm,0.95,2.07,1,Low
SC-13841,2025-09-15,Los Angeles,Marseille,Air,Pharmaceuticals,973.56,426.96,2.89,9.5,Hurricane,0.54,0.98,1,Medium
SC-13842,2024-02-26,Shanghai,Marseille,Road,Pharmaceuticals,7396.14,121.72,2.12,8.8,Rain,0.92,7.14,1,Medium
SC-13843,2024-11-12,Shanghai,Hamburg,Rail,Electronics,6412.35,438.27,1.73,5.6,Hurricane,0.914,45.26,1,Low
SC-13844,2025-11-13,Singapore,Rotterdam,Sea,Perishables,2837.67,10.5,2.61,6.5,Hurricane,0.661,40.84,1,Medium
SC-13845,2025-11-04,Shanghai,Dubai,Rail,Textiles,10017.94,366.49,1.63,8.7,Fog,0.649,15.08,0,Low
SC-13846,2024-06-28,Los Angeles,Singapore,Road,Electronics,14581.69,466.62,3.51,7.8,Storm,0.653,35.77,1,Medium
SC-13847,2024-05-02,Rotterdam,Singapore,Air,Perishables,8651.74,328.94,2.71,6.3,Hurricane,0.906,5.57,1,Medium
SC-13848,2024-01-13,Hamburg,Singapore,Road,Perishables,10863.92,220.08,2.95,9.8,Fog,0.916,14.67,1,Medium
