Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
SC-14110,5/25/2025,Rotterdam,Dubai,Air,Textiles,8676.83,471.71,3.94,5,Storm,0.874,1.7,1
SC-14111,2/25/2025,Singapore,Rotterdam,Road,Perishables,7754.04,264.36,3.19,3.8,Rain,0.624,6.48,1
SC-14112,7/17/2025,Busan,Hamburg,Road,Electronics,1506.21,270.47,1.82,5.4,Clear,0.732,1.39,0
SC-14113,5/5/2025,Singapore,Hamburg,Sea,Textiles,1803.21,231.06,2.99,3.8,Storm,0.983,8.98,0
SC-14114,3/3/2024,Rotterdam,Shanghai,Air,Pharmaceuticals,9213.22,163.62,2.13,3.6,Hurricane,0.649,4.25,1
SC-14115,3/30/2024,Los Angeles,Rotterdam,Air,Automotive,5443.9,238.35,2.27,4.6,Fog,0.612,0.99,0
SC-14116,10/13/2024,Shanghai,Rotterdam,Road,Perishables,13800.39,301.8,2.36,2.8,Rain,0.605,10.11,0
SC-14117,1/27/2025,Antwerp,Rotterdam,Sea,Electronics,6395.56,493.01,1.41,1.8,Rain,0.779,11.59,0
SC-14118,5/20/2024,Hamburg,Antwerp,Sea,Electronics,2577.58,468.94,4.45,5.6,Storm,0.975,12.85,1
SC-14119,3/5/2025,Los Angeles,Shanghai,Sea,Perishables,10863.42,431.21,1.3,8.4,Storm,0.804,63.88,1
SC-14120,7/23/2024,Los Angeles,Antwerp,Road,Electronics,4753.62,444.68,3.39,1.5,Fog,0.652,4.83,1
SC-14121,10/20/2025,Hamburg,Rotterdam,Sea,Pharmaceuticals,8119.32,234.46,2.43,0.3,Hurricane,0.819,91.05,1
SC-14122,6/22/2025,Shanghai,Busan,Air,Perishables,10618.58,329.06,3.33,2.5,Storm,0.812,1.15,1
SC-14123,9/12/2024,Busan,Hamburg,Road,Pharmaceuticals,13553.83,447.64,2.38,9.8,Fog,0.798,19.22,0
SC-14124,10/7/2025,Singapore,Los Angeles,Sea,Electronics,11986.77,197.08,3.42,8.3,Storm,0.58,69.96,1
SC-14125,7/10/2025,Dubai,Shanghai,Rail,Textiles,10307.24,480.92,3.61,6,Clear,0.817,10.12,0
SC-14126,1/20/2024,Singapore,Rotterdam,Air,Automotive,10354.68,208.48,3.48,9.3,Rain,0.715,0.86,0
SC-14127,1/26/2025,Rotterdam,Busan,Air,Automotive,14215.91,300.94,1.58,4.5,Storm,0.509,2.45,1
SC-14128,12/31/2025,Dubai,Shanghai,Sea,Pharmaceuticals,4789.45,355.19,3.37,9.8,Storm,0.77,30.05,1
SC-14129,1/2/2025,Antwerp,Singapore,Road,Pharmaceuticals,516.13,475.35,2.12,3,Fog,0.995,1.2,1
SC-14130,5/6/2025,Antwerp,Rotterdam,Road,Textiles,4443.34,123.06,1.3,2.4,Storm,0.675,8.31,0
SC-14131,7/11/2025,Rotterdam,Antwerp,Rail,Perishables,3659.43,373.32,2.57,6.4,Clear,0.983,3.1,1
SC-14132,5/11/2025,Shanghai,Busan,Rail,Electronics,10096.6,260.89,2.63,3.8,Fog,0.548,12.93,0
SC-14133,12/18/2024,Rotterdam,Antwerp,Road,Pharmaceuticals,9688.82,135.01,2.74,6.3,Hurricane,0.866,60.73,1
SC-14134,8/2/2025,Antwerp,Busan,Road,Electronics,9105.19,388.53,3.53,3,Storm,0.557,19.29,1
SC-14135,5/29/2025,Busan,Rotterdam,Air,Automotive,735.53,276.56,2.22,6.2,Storm,0.637,0.5,1
SC-14136,11/25/2024,Shanghai,Singapore,Rail,Electronics,11067.28,330.83,2.24,2.8,Fog,0.785,14.02,0
SC-14137,2/1/2025,Antwerp,Dubai,Road,Textiles,5191.19,162.13,1.4,0.5,Rain,0.796,3.89,1
SC-14138,10/3/2024,Los Angeles,Busan,Rail,Textiles,10143.31,241.16,3.47,9.1,Hurricane,0.888,82.16,1
SC-14139,7/3/2024,Rotterdam,Marseille,Air,Textiles,8570.39,309.06,3.07,8.8,Storm,0.808,2.09,1
SC-14140,1/27/2024,Los Angeles,Busan,Air,Pharmaceuticals,5469.6,203.05,2.35,9.7,Rain,0.797,0.5,0
SC-14141,11/22/2024,Hamburg,Singapore,Air,Electronics,2451.36,99.99,3.53,7.2,Rain,0.956,0.63,0
SC-14142,9/3/2025,Antwerp,Busan,Air,Textiles,1869.07,480.86,2.97,6.8,Rain,0.726,0.5,0
SC-14143,8/12/2024,Busan,Dubai,Air,Automotive,12557.02,256.22,2.75,5.6,Hurricane,0.613,7.09,1
SC-14144,1/31/2024,Rotterdam,Dubai,Air,Electronics,13816.76,367.23,2.89,1.3,Storm,0.581,2.77,0
SC-14145,10/14/2024,Hamburg,Shanghai,Air,Pharmaceuticals,9921.93,206.11,3.3,1.9,Storm,0.7,1.91,1
SC-14146,2/29/2024,Los Angeles,Dubai,Sea,Automotive,1999.79,178.21,3.38,2.9,Storm,0.856,9.79,0
SC-14147,4/28/2025,Busan,Shanghai,Sea,Textiles,6329.39,204.17,2.15,8.9,Hurricane,0.521,101.12,1
SC-14148,6/26/2025,Hamburg,Rotterdam,Rail,Electronics,11069.62,205.19,1.66,1.7,Clear,0.565,8.08,0
SC-14149,1/1/2025,Los Angeles,Rotterdam,Rail,Textiles,11807.4,272.55,1.72,9.2,Hurricane,0.553,96.29,1
SC-14150,8/21/2025,Singapore,Hamburg,Air,Perishables,2214.17,272.19,3.31,5.2,Storm,0.793,1.15,1
SC-14151,8/26/2024,Rotterdam,Antwerp,Rail,Electronics,500.45,249.08,4.08,7.2,Fog,0.621,0.5,1
SC-14152,6/12/2024,Busan,Rotterdam,Air,Textiles,10825.99,68.26,2.55,1.1,Hurricane,0.583,4.48,1
SC-14153,4/12/2024,Shanghai,Marseille,Air,Perishables,5670.64,248.54,1.76,2.7,Storm,0.796,1.02,1
SC-14154,9/10/2024,Antwerp,Los Angeles,Air,Textiles,4189.98,85.38,3.7,9.6,Fog,0.881,0.5,1
SC-14155,11/3/2025,Los Angeles,Dubai,Rail,Perishables,687.01,63.94,3.95,2.7,Storm,0.666,1.21,1
SC-14156,9/3/2024,Dubai,Hamburg,Road,Textiles,8334.34,466.39,4.11,3,Hurricane,0.789,45.81,1
SC-14157,9/29/2024,Busan,Shanghai,Sea,Perishables,12841.69,302.87,3.2,2,Clear,0.549,20.39,0
SC-14158,6/30/2025,Busan,Dubai,Road,Pharmaceuticals,14385.66,330.09,4.04,1.3,Fog,0.968,12.66,0
SC-14159,2/27/2024,Busan,Marseille,Air,Automotive,8703.3,201.5,1.25,2.3,Fog,0.668,0.67,0
SC-14160,8/12/2024,Singapore,Marseille,Rail,Automotive,7959.69,454.58,1.55,6.4,Clear,0.999,7.53,1
SC-14161,8/12/2025,Shanghai,Antwerp,Air,Pharmaceuticals,1733.32,319.33,1.51,4.6,Rain,0.989,0.52,0
SC-14162,2/1/2025,Hamburg,Rotterdam,Rail,Textiles,8458.66,384.82,3.55,5.5,Hurricane,0.889,60.16,1
SC-14163,12/29/2024,Busan,Dubai,Sea,Automotive,6009.7,184.91,1.43,1.2,Storm,0.51,27.45,0
SC-14164,6/26/2024,Dubai,Hamburg,Road,Electronics,9303.46,480.05,2.84,8,Clear,0.772,7.77,0
SC-14165,6/29/2024,Hamburg,Los Angeles,Air,Pharmaceuticals,6136.53,410.41,2.76,7.8,Rain,0.543,1.19,1
SC-14166,8/30/2024,Antwerp,Hamburg,Road,Automotive,3984.34,427.12,2.23,0.2,Fog,0.948,3.27,0
SC-14167,8/29/2025,Rotterdam,Singapore,Air,Perishables,1877,86.92,4.07,3.8,Rain,0.895,0.5,0
SC-14168,11/21/2024,Antwerp,Busan,Sea,Textiles,5066.32,136.21,1.76,0.7,Rain,0.986,8.13,1
SC-14169,12/15/2025,Los Angeles,Dubai,Sea,Automotive,1901.35,143.53,2.36,7.9,Rain,0.804,4.87,1
SC-14170,1/2/2025,Rotterdam,Marseille,Sea,Textiles,3065.01,136.18,3.75,7.4,Storm,0.761,17.42,1
SC-14171,8/28/2025,Antwerp,Singapore,Rail,Electronics,14816.37,427.85,1.3,9,Fog,0.759,22.57,1
SC-14172,1/29/2024,Busan,Los Angeles,Road,Automotive,6939.5,16.91,3.42,2.4,Clear,0.693,4.46,0
SC-14173,12/21/2025,Antwerp,Hamburg,Road,Automotive,8212.14,38.97,3.89,4.6,Storm,0.734,18.3,0
SC-14174,12/18/2025,Rotterdam,Hamburg,Rail,Electronics,13167.47,137.68,4.28,1.8,Clear,0.818,10.19,0
SC-14175,12/26/2024,Shanghai,Busan,Sea,Perishables,14935.75,100.74,4.09,3.7,Fog,0.966,36.39,1
SC-14176,8/4/2025,Antwerp,Marseille,Air,Pharmaceuticals,8949.36,116.7,2.25,5.2,Clear,0.798,0.5,0
SC-14177,7/31/2025,Singapore,Dubai,Sea,Automotive,12280.87,399.17,3.14,0.5,Storm,0.929,52.52,0
SC-14178,5/25/2024,Los Angeles,Singapore,Road,Perishables,5240.64,282,1.46,7.1,Fog,0.931,6.68,1
SC-14179,7/30/2025,Rotterdam,Hamburg,Rail,Perishables,4933.29,3.88,2.05,5.4,Hurricane,0.759,35.78,1
SC-14180,7/11/2024,Hamburg,Busan,Air,Automotive,6339.2,215.23,1.51,8.3,Fog,0.674,0.85,0
SC-14181,5/19/2025,Hamburg,Shanghai,Rail,Textiles,10251.36,204.53,2.24,2.7,Clear,0.82,8.59,0
SC-14182,7/9/2025,Shanghai,Dubai,Sea,Electronics,10391.78,57.86,4.09,9,Storm,0.723,62.05,1
SC-14183,11/12/2024,Los Angeles,Singapore,Rail,Textiles,5070.97,338.39,2.35,10,Fog,0.541,8.93,1
SC-14184,6/28/2024,Busan,Rotterdam,Air,Automotive,2431.54,351.35,3.05,9.2,Hurricane,0.689,1.78,1
SC-14185,5/17/2025,Antwerp,Singapore,Sea,Perishables,9669.75,360.73,2.63,7.8,Fog,0.997,27.96,0
SC-14186,2/8/2024,Shanghai,Singapore,Sea,Pharmaceuticals,2360.73,364.51,2.71,8.1,Rain,0.524,5.45,1
SC-14187,4/2/2024,Dubai,Hamburg,Air,Textiles,8888.14,1.03,4.4,5.7,Storm,0.848,1.23,1
SC-14188,2/27/2024,Shanghai,Antwerp,Road,Automotive,10554.62,477.01,2.18,1.9,Clear,0.921,6.47,0
SC-14189,8/26/2024,Shanghai,Los Angeles,Air,Electronics,10658.87,407.29,3.27,6.8,Hurricane,0.824,6.9,1
SC-14190,9/8/2025,Dubai,Busan,Road,Automotive,11425.35,452.09,2.59,7.1,Storm,0.785,27.18,1
SC-14191,8/12/2024,Antwerp,Marseille,Sea,Textiles,13156.46,8.81,1.4,9.9,Storm,0.854,81.32,1
SC-14192,1/21/2024,Busan,Antwerp,Rail,Textiles,7749.41,467,2.81,5.4,Hurricane,0.715,54.35,1
SC-14193,6/23/2025,Rotterdam,Singapore,Road,Electronics,11088.61,405.08,3.88,2.7,Storm,0.546,21.89,1
SC-14194,5/4/2025,Hamburg,Marseille,Air,Pharmaceuticals,9478,418.77,1.53,6.8,Clear,0.981,0.67,1
SC-14195,1/1/2024,Los Angeles,Antwerp,Road,Perishables,3206.28,47.55,1.43,9.8,Hurricane,0.716,23.29,1
SC-14196,12/5/2024,Singapore,Dubai,Rail,Electronics,872.5,369.65,1.71,1.8,Rain,0.833,0.5,0
SC-14197,9/20/2025,Busan,Dubai,Road,Pharmaceuticals,4625.85,480,3.72,3.3,Fog,0.766,4.12,0
SC-14198,7/25/2024,Singapore,Antwerp,Sea,Textiles,6923.99,339.6,3.59,5.4,Storm,0.527,36.81,1
SC-14199,5/13/2024,Shanghai,Antwerp,Rail,Automotive,9448.04,285.71,3.06,1.7,Storm,0.976,21.33,0
SC-14200,12/14/2024,Busan,Dubai,Rail,Automotive,12824.41,472.87,2.75,0.2,Fog,0.896,14.01,0
SC-14201,6/30/2024,Antwerp,Rotterdam,Road,Pharmaceuticals,3345.56,222.03,4.13,3.4,Clear,0.575,2.1,0
SC-14202,11/27/2024,Dubai,Marseille,Sea,Electronics,2320.47,300.05,3.73,8.7,Clear,0.991,4.49,0
SC-14203,3/1/2024,Antwerp,Hamburg,Rail,Pharmaceuticals,14470.46,238.69,3.88,0.4,Fog,0.868,15.33,0
SC-14204,1/23/2024,Los Angeles,Marseille,Rail,Electronics,2066.65,466.49,3.88,4.3,Clear,0.736,1.79,1
SC-14205,5/31/2024,Antwerp,Busan,Rail,Automotive,7438.12,38.97,3.32,7.6,Rain,0.806,8.36,0
SC-14206,8/23/2025,Singapore,Hamburg,Sea,Textiles,8990.67,251.06,2.71,9.5,Hurricane,0.553,147.23,1
SC-14207,12/22/2025,Singapore,Hamburg,Air,Textiles,8349.93,343.79,4.05,9.9,Fog,0.78,0.5,1
SC-14208,5/25/2024,Hamburg,Shanghai,Sea,Pharmaceuticals,1747.47,396.16,4.26,4.2,Clear,0.537,2.66,1
SC-14209,4/23/2024,Shanghai,Busan,Rail,Automotive,1326.89,291.93,1.28,9.5,Clear,0.772,1.72,0
SC-14210,6/22/2025,Rotterdam,Shanghai,Sea,Textiles,2029.51,454.55,1.37,0.4,Clear,0.776,3.29,0
SC-14211,1/8/2025,Dubai,Marseille,Road,Automotive,8991.02,471.05,4.36,7.5,Fog,0.937,10.79,0
SC-14212,3/15/2024,Busan,Shanghai,Rail,Textiles,8393,33.1,2.11,6.4,Storm,0.863,23.75,1
SC-14213,1/17/2025,Busan,Singapore,Sea,Electronics,3889.24,201.78,4.08,2.5,Hurricane,0.625,48.59,1
SC-14214,12/22/2025,Busan,Rotterdam,Sea,Perishables,9747.73,12.71,2.48,5.1,Clear,0.944,16.3,0
SC-14215,11/9/2025,Shanghai,Marseille,Rail,Pharmaceuticals,12390.98,165.38,1.59,1.3,Clear,0.787,8.34,1
SC-14216,2/9/2025,Shanghai,Los Angeles,Rail,Automotive,1102.89,268.9,1.47,8.7,Clear,0.803,1.71,0
SC-14217,8/23/2025,Los Angeles,Shanghai,Road,Pharmaceuticals,7722.88,455.49,1.72,3.6,Fog,0.584,7.94,0
SC-14218,4/13/2024,Busan,Rotterdam,Rail,Electronics,10495,423.43,2.02,6.3,Clear,0.929,8.96,1
SC-14219,12/10/2024,Rotterdam,Dubai,Sea,Pharmaceuticals,4158.52,64.62,2.81,1.6,Fog,0.965,8.22,0
SC-14220,11/5/2024,Busan,Shanghai,Sea,Electronics,4962.68,47.42,3.51,2.1,Fog,0.887,11.21,1
SC-14221,11/26/2024,Hamburg,Rotterdam,Road,Textiles,9397.75,295.04,4.46,9.9,Hurricane,0.97,67.15,1
SC-14222,5/19/2024,Rotterdam,Los Angeles,Air,Perishables,13520.06,266.53,2.66,7.5,Storm,0.651,2.56,1
SC-14223,6/10/2024,Rotterdam,Shanghai,Rail,Perishables,12243.9,133.92,2.91,9.6,Hurricane,0.931,100.21,1
SC-14224,3/23/2025,Singapore,Shanghai,Road,Perishables,8955.39,449.83,2.92,3,Clear,0.744,5.84,0
SC-14225,10/16/2025,Shanghai,Singapore,Road,Automotive,11088.21,463.76,2.98,1.6,Fog,0.582,11.34,1
SC-14226,5/13/2025,Rotterdam,Singapore,Rail,Textiles,5789.93,201.9,2.91,5,Hurricane,0.834,39.56,1
SC-14227,10/26/2025,Hamburg,Dubai,Air,Perishables,9794,445.26,1.23,4.9,Fog,0.842,0.63,0
SC-14228,11/20/2024,Shanghai,Marseille,Sea,Perishables,7259.63,192.59,1.21,1.7,Hurricane,0.643,88.32,1
SC-14229,6/27/2024,Antwerp,Rotterdam,Road,Automotive,3254.07,368.67,1.52,7.3,Rain,0.514,3.42,1
SC-14230,12/25/2025,Rotterdam,Busan,Sea,Textiles,10675.2,238.5,1.54,3.6,Hurricane,0.6,140.16,1
SC-14231,7/29/2025,Shanghai,Dubai,Air,Automotive,8568.74,62.17,3.53,1.9,Storm,0.7,1.14,0
SC-14232,12/11/2025,Singapore,Shanghai,Sea,Electronics,5700.01,464.04,1.88,3.3,Storm,0.584,27.71,1
SC-14233,9/20/2025,Hamburg,Shanghai,Rail,Automotive,13714.42,227.59,4.15,5.6,Clear,0.597,11.94,0
SC-14234,12/31/2024,Rotterdam,Singapore,Air,Electronics,803.54,367.51,4.26,7.3,Fog,0.696,0.5,0
SC-14235,8/16/2024,Busan,Rotterdam,Road,Textiles,5078.71,184.22,4.42,4.8,Rain,0.981,3.96,1
SC-14236,11/12/2025,Dubai,Los Angeles,Air,Perishables,1324.78,10.42,4.3,5.3,Clear,0.882,0.5,1
SC-14237,8/26/2025,Rotterdam,Shanghai,Sea,Automotive,11614.65,51.16,2.1,1.4,Storm,0.66,51.73,0
SC-14238,6/28/2024,Los Angeles,Rotterdam,Sea,Textiles,10680.56,248.61,2.88,9.1,Hurricane,0.976,173.1,1
SC-14239,1/22/2025,Singapore,Shanghai,Road,Pharmaceuticals,5304.61,345.29,1.78,9.3,Rain,0.823,5.62,0
SC-14240,11/10/2024,Los Angeles,Shanghai,Sea,Pharmaceuticals,10297.11,168.03,3.86,6.8,Hurricane,0.728,153.73,1
SC-14241,12/6/2025,Busan,Singapore,Air,Electronics,6241.09,348.05,4.13,0.2,Hurricane,0.734,2.5,1
SC-14242,10/28/2024,Singapore,Antwerp,Sea,Textiles,11465.68,349.62,4.01,5.4,Fog,0.705,30.06,1
SC-14243,5/10/2024,Shanghai,Los Angeles,Air,Textiles,7085.66,352.26,2.63,6.3,Fog,0.616,0.5,1
SC-14244,6/30/2024,Antwerp,Los Angeles,Rail,Pharmaceuticals,6478.06,246.77,3.7,9.9,Fog,0.693,9.4,1
SC-14245,1/2/2024,Hamburg,Singapore,Sea,Textiles,14053.58,457.53,1.52,10,Rain,0.764,34.53,1
SC-14246,12/19/2025,Busan,Shanghai,Air,Automotive,4137.75,245.11,1.33,8.6,Storm,0.764,0.74,1
SC-14247,8/9/2025,Singapore,Antwerp,Air,Textiles,2246.49,225.68,3.69,0.6,Rain,0.881,0.5,1
SC-14248,2/4/2025,Singapore,Dubai,Road,Perishables,8975.88,100.49,2.6,9.5,Fog,0.679,11.14,1
SC-14249,8/4/2025,Singapore,Los Angeles,Road,Textiles,14555.17,154.52,4.49,6.1,Fog,0.858,17.5,1
SC-14250,2/3/2024,Antwerp,Busan,Road,Automotive,5978.67,22.12,1.52,8,Rain,0.789,6.09,0
SC-14251,7/5/2024,Los Angeles,Marseille,Road,Electronics,1399.53,317.13,4.02,4.1,Storm,0.981,2.78,1
SC-14252,9/8/2025,Los Angeles,Busan,Road,Textiles,5419.93,125.02,2.78,3.2,Storm,0.693,12.36,1
SC-14253,11/21/2024,Dubai,Rotterdam,Sea,Perishables,7836.01,152.77,3.93,4.6,Hurricane,0.951,106.41,1
SC-14254,9/18/2025,Los Angeles,Busan,Road,Pharmaceuticals,2847.88,385.64,3.9,1.5,Hurricane,0.91,15.05,1
SC-14255,8/14/2024,Los Angeles,Hamburg,Air,Pharmaceuticals,10042.48,164.28,4.22,3.6,Fog,0.819,0.87,1
SC-14256,10/16/2025,Shanghai,Singapore,Sea,Pharmaceuticals,14967.37,121.86,2.18,8.6,Clear,0.827,30.09,1
SC-14257,8/2/2025,Singapore,Busan,Air,Pharmaceuticals,7050.22,85.36,4.33,0.4,Fog,0.542,0.62,0
SC-14258,4/16/2024,Antwerp,Rotterdam,Road,Perishables,5643.56,387.65,1.7,1.5,Clear,0.975,2.68,0
SC-14259,5/23/2025,Singapore,Marseille,Road,Electronics,6310.21,65.72,1.47,1.3,Fog,0.553,6.03,0
SC-14260,5/24/2024,Singapore,Shanghai,Road,Automotive,2169.62,227.42,2.62,4,Rain,0.782,2.03,1
SC-14261,12/5/2024,Dubai,Rotterdam,Air,Textiles,13307.47,253.96,3.93,10,Rain,0.665,0.5,1
SC-14262,3/20/2024,Los Angeles,Marseille,Sea,Perishables,6514.97,344.01,2.76,1.7,Hurricane,0.715,79.64,1
SC-14263,8/31/2024,Shanghai,Hamburg,Air,Textiles,6115.48,317.01,3.94,1.5,Hurricane,0.805,2.89,1
SC-14264,12/21/2024,Los Angeles,Rotterdam,Air,Automotive,10065.51,405.55,3.61,9.2,Rain,0.954,1.25,0
SC-14265,11/23/2024,Shanghai,Los Angeles,Road,Pharmaceuticals,6909.48,23.33,1.89,8.8,Storm,0.729,17.2,1
SC-14266,6/20/2024,Rotterdam,Shanghai,Road,Perishables,9899.39,148.92,4.33,0.3,Clear,0.994,6.33,0
SC-14267,10/13/2025,Rotterdam,Shanghai,Sea,Perishables,1390.97,140.79,1.4,7.5,Rain,0.796,3.73,0
SC-14268,3/31/2024,Singapore,Los Angeles,Road,Perishables,12298.99,73.86,4.16,6.6,Rain,0.58,11.79,0
SC-14269,12/26/2025,Antwerp,Rotterdam,Rail,Automotive,14137.31,145.3,2.2,7.7,Storm,0.595,40.75,1
SC-14270,11/17/2025,Shanghai,Dubai,Road,Textiles,9907.1,155.57,2.85,4.9,Clear,0.858,6.91,0
SC-14271,10/16/2025,Dubai,Los Angeles,Road,Pharmaceuticals,14341.21,261.42,2.59,9.9,Rain,0.525,15.21,0
SC-14272,12/9/2024,Dubai,Rotterdam,Rail,Electronics,2695.77,332.19,1.77,0.4,Hurricane,0.74,15.05,1
SC-14273,4/2/2025,Los Angeles,Antwerp,Air,Perishables,7422.53,191.17,2.38,2.3,Clear,0.574,0.72,1
SC-14274,1/12/2024,Los Angeles,Hamburg,Air,Pharmaceuticals,9226.2,360.02,1.84,4,Clear,0.717,0.5,0
SC-14275,9/28/2024,Antwerp,Marseille,Rail,Electronics,8935.18,168.75,1.87,4.5,Storm,0.875,23.08,1
SC-14276,8/2/2024,Antwerp,Hamburg,Air,Perishables,6321.2,145.85,1.82,9.2,Rain,0.729,0.5,1
SC-14277,9/12/2024,Shanghai,Los Angeles,Sea,Perishables,5402.22,271.05,2.81,5.6,Clear,0.582,9.47,0
SC-14278,12/10/2025,Los Angeles,Antwerp,Sea,Pharmaceuticals,2338.95,12.83,3.83,0.5,Hurricane,0.626,26.88,1
SC-14279,3/10/2024,Los Angeles,Hamburg,Road,Textiles,6180.27,40.81,3.08,4.1,Fog,0.684,6.29,0
SC-14280,12/24/2024,Shanghai,Dubai,Rail,Pharmaceuticals,2858.58,209.57,4.15,4.2,Storm,0.535,7.52,1
SC-14281,9/19/2024,Dubai,Los Angeles,Rail,Electronics,11148.3,471.51,3.3,9.7,Rain,0.792,14.05,1
SC-14282,4/20/2024,Dubai,Singapore,Air,Automotive,3528.05,361.03,3.47,6,Fog,0.804,0.5,1
SC-14283,1/2/2024,Rotterdam,Hamburg,Sea,Electronics,1349.2,44.98,3.4,6.4,Storm,0.531,7.99,1
SC-14284,2/19/2024,Singapore,Hamburg,Rail,Textiles,8509.31,423.31,2.68,7.1,Hurricane,0.701,64.17,1
SC-14285,1/30/2025,Antwerp,Rotterdam,Air,Electronics,9130.83,366.42,3.47,7.7,Rain,0.707,1.34,1
SC-14286,3/24/2025,Dubai,Shanghai,Air,Perishables,13142.74,305.86,1.43,6.4,Fog,0.667,2.25,1
SC-14287,3/5/2025,Singapore,Marseille,Sea,Textiles,8866.23,410.33,4.04,2.4,Fog,0.779,20.54,0
SC-14288,6/19/2024,Antwerp,Shanghai,Air,Textiles,5509.47,202.65,3.77,8.7,Rain,0.673,0.82,1
SC-14289,2/27/2025,Los Angeles,Busan,Sea,Pharmaceuticals,12143.67,111.53,2.01,7.3,Storm,0.708,68.8,1
SC-14290,5/19/2025,Busan,Dubai,Air,Automotive,8334.04,256.5,3.73,7.4,Fog,0.899,0.5,0
SC-14291,1/22/2025,Los Angeles,Singapore,Sea,Pharmaceuticals,1649.56,274.87,1.24,10,Hurricane,0.581,27.36,1
SC-14292,12/25/2024,Shanghai,Antwerp,Sea,Perishables,8704.83,269.62,1.92,8,Fog,0.81,24.73,1
SC-14293,7/13/2025,Hamburg,Shanghai,Rail,Automotive,13666.27,282.97,1.41,8.3,Fog,0.753,19.67,1
SC-14294,1/19/2025,Dubai,Busan,Sea,Automotive,6246.53,474.4,3.77,9.5,Clear,0.653,13.1,0
SC-14295,4/13/2024,Singapore,Marseille,Rail,Textiles,4796.72,451.22,3.69,1.5,Storm,0.864,10.49,1
SC-14296,5/5/2025,Shanghai,Marseille,Road,Automotive,2580.31,437.98,3.88,5,Hurricane,0.776,15.7,1
SC-14297,8/14/2025,Los Angeles,Dubai,Road,Perishables,2695.96,400.91,1.21,5.8,Clear,0.739,2.22,1
SC-14298,10/28/2025,Antwerp,Dubai,Rail,Textiles,6775.19,471.77,2.85,3.3,Rain,0.834,7.5,0
SC-14299,12/4/2025,Hamburg,Shanghai,Rail,Textiles,9137.36,50.15,3.53,8.4,Clear,0.901,9.27,1
SC-14300,8/18/2024,Busan,Hamburg,Road,Textiles,1668.92,133.3,1.71,7.6,Clear,0.986,1.93,1
SC-14301,6/15/2024,Shanghai,Dubai,Rail,Electronics,14123.74,248.03,3.34,7.2,Fog,0.815,20.22,0
SC-14302,4/7/2025,Rotterdam,Busan,Road,Perishables,11449.44,423.42,1.48,10,Rain,0.937,12.41,0
SC-14303,3/16/2024,Hamburg,Dubai,Sea,Pharmaceuticals,9006.05,253.08,1.8,2.6,Storm,0.501,42.97,1
SC-14304,2/4/2024,Shanghai,Busan,Sea,Pharmaceuticals,12512.36,374.27,2.77,7.4,Fog,0.765,35.99,0
SC-14305,10/28/2024,Dubai,Marseille,Sea,Pharmaceuticals,1662.71,70.34,3.36,5.5,Storm,0.607,8.94,1
SC-14306,1/21/2024,Antwerp,Busan,Air,Perishables,7414.16,126.95,1.68,3.1,Hurricane,0.547,3.68,1
SC-14307,11/22/2024,Rotterdam,Hamburg,Road,Pharmaceuticals,9636.35,366.16,1.81,1.6,Rain,0.766,7.7,0
SC-14308,9/24/2024,Dubai,Busan,Road,Pharmaceuticals,12515.47,83.2,1.87,9,Fog,0.873,15.84,1
SC-14309,4/17/2024,Rotterdam,Dubai,Road,Perishables,11860.31,176.33,1.99,6,Clear,0.706,8.8,0
SC-14310,3/16/2024,Dubai,Los Angeles,Rail,Electronics,4517.5,133.17,1.95,8.2,Hurricane,0.835,36.16,1
SC-14311,12/16/2024,Busan,Los Angeles,Rail,Perishables,14142.76,175.58,2.5,5.5,Rain,0.745,15.93,0
SC-14312,6/23/2024,Shanghai,Rotterdam,Road,Textiles,2303.01,354.45,3.36,2.2,Storm,0.719,4.1,0
SC-14313,1/19/2025,Dubai,Singapore,Road,Textiles,13189.44,184.56,2.65,3.4,Rain,0.645,10.68,1
SC-14314,6/13/2024,Singapore,Dubai,Road,Textiles,14578.63,278.08,3.76,3.8,Fog,0.691,16.07,1
SC-14315,3/17/2024,Busan,Antwerp,Rail,Electronics,3068.73,50.87,3.57,9.7,Rain,0.675,4.07,1
SC-14316,7/14/2025,Antwerp,Busan,Road,Pharmaceuticals,10969.96,402.7,1.62,0.1,Fog,0.823,10.16,0
SC-14317,4/5/2024,Los Angeles,Busan,Road,Pharmaceuticals,1084.14,185.57,1.36,9.9,Hurricane,0.558,8.16,1
SC-14318,12/12/2024,Singapore,Dubai,Rail,Pharmaceuticals,6378.63,324.62,4.1,9.8,Storm,0.546,19.68,1
SC-14319,8/31/2025,Los Angeles,Antwerp,Sea,Perishables,7986.11,362.97,1.46,10,Clear,0.83,16.78,0
SC-14320,9/20/2025,Singapore,Busan,Road,Textiles,8919.36,105.62,1.69,4.8,Rain,0.773,8.02,0
SC-14321,5/9/2025,Shanghai,Busan,Air,Electronics,14071.09,442.45,1.27,9.6,Hurricane,0.715,8.26,1
SC-14322,12/22/2025,Hamburg,Busan,Road,Electronics,10247.63,308.5,3.27,4,Hurricane,0.576,58.61,1
